DateTime	AirspeedIndicator:airspeed	Altimeter:altitude	TurnCoordinator:roll
[State]	Armed
2019-12-12 11:37:27	0.0	0.0	0.35912358255517485
[State]	Taxiing
2019-12-12 11:37:28	0.0	589.9599609375	0.37132579554868195
2019-12-12 11:37:29	0.0	592.5399780273438	0.441901019664513
2019-12-12 11:37:30	0.0	595.1400146484375	0.25155586713156963
2019-12-12 11:37:31	0.0	598.1499633789062	0.039444889405565765
2019-12-12 11:37:32	0.0	600.760009765625	0.07091920151377788
2019-12-12 11:37:33	0.0	603.3299560546875	0.173092801720792
2019-12-12 11:37:34	0.0	605.8900146484375	0.1982131302504014
2019-12-12 11:37:35	0.0	608.3999633789062	0.17409910736503173
2019-12-12 11:37:36	0.0	610.8999633789062	0.0955168938398557
2019-12-12 11:37:37	0.0	613.3999633789062	0.15083129422501637
2019-12-12 11:37:38	0.0	615.8900146484375	0.15208794231059294
2019-12-12 11:37:39	0.0	618.3900146484375	0.15234588867346668
2019-12-12 11:37:40	0.0	620.25	0.18882889055784025
2019-12-12 11:37:41	0.0	622.72998046875	0.18263776430226003
2019-12-12 11:37:42	0.0	625.2099609375	0.2595956934757622
2019-12-12 11:37:43	0.0	627.7099609375	0.2717068194933849
2019-12-12 11:37:44	0.0	630.1900024414062	0.20270441985672114
2019-12-12 11:37:45	0.0	632.6799926757812	0.12862146671526542
2019-12-12 11:37:46	0.0	635.1900024414062	0.09573302530438298
2019-12-12 11:37:47	0.0	637.6900024414062	0.1282187390182859
2019-12-12 11:37:48	0.0	640.1900024414062	0.139688107398405
2019-12-12 11:37:49	0.0	642.6900024414062	0.1338118902161594
[State]	TakeOff
2019-12-12 11:37:50	0.0	645.1799926757812	0.21894172718497196
2019-12-12 11:37:51	0.0	647.0599975585938	0.20262656637235357
2019-12-12 11:37:52	0.0	649.5599975585938	0.1721522766679533
[State]	Climb
2019-12-12 11:37:53	0.0	652.0499877929688	0.17979348410083895
2019-12-12 11:37:54	0.0	654.5499877929688	0.17668780242131943
2019-12-12 11:37:55	0.0	657.0399780273438	0.17497502576523297
2019-12-12 11:37:56	0.0	659.5499877929688	0.16863198116147285
2019-12-12 11:37:57	0.0	662.0499877929688	0.2051855661140076
2019-12-12 11:37:58	0.0	664.5499877929688	0.21815853660688156
2019-12-12 11:37:59	0.0	666.4400024414062	0.18959352489933787
2019-12-12 11:38:00	0.0	668.9400024414062	0.20481790983759052
2019-12-12 11:38:01	0.0	671.4400024414062	0.16613698776286126
2019-12-12 11:38:02	0.0	673.9299926757812	0.1704104316872546
2019-12-12 11:38:03	0.0	676.4299926757812	0.2565734148093109
2019-12-12 11:38:04	0.0	678.9400024414062	0.273853126398782
2019-12-12 11:38:05	0.0	681.4299926757812	0.2689464092124948
2019-12-12 11:38:06	0.0	683.9299926757812	0.15863630613606333
2019-12-12 11:38:07	6.2203008	686.489990234375	-5.913401906025912
2019-12-12 11:38:08	27.7969692	687.510009765625	-22.79249152449429
2019-12-12 11:38:09	40.23757079999999	688.0	-42.70609246477406
2019-12-12 11:38:10	49.1792532	688.8299560546875	-49.3262123366739
2019-12-12 11:38:11	52.095019199999996	689.8900146484375	-46.51726630465489
2019-12-12 11:38:12	53.26132559999999	690.6900024414062	-35.66276041152189
2019-12-12 11:38:13	53.455709999999996	691.1400146484375	-26.405069076520537
2019-12-12 11:38:14	50.1511752	691.6099853515625	-11.79622420136403
2019-12-12 11:38:15	46.652255999999994	692.510009765625	-1.720982274600603
2019-12-12 11:38:16	46.069102799999996	692.2799682617188	5.393585236600214
2019-12-12 11:38:17	46.069102799999996	691.9400024414062	9.10539092311476
2019-12-12 11:38:18	46.4578716	691.5299682617188	10.639990995644055
2019-12-12 11:38:19	46.4578716	691.2999877929688	10.303636622419484
2019-12-12 11:38:20	46.652255999999994	691.2799682617188	9.319072537524962
2019-12-12 11:38:21	47.041024799999995	691.3299560546875	7.290615637057895
2019-12-12 11:38:22	47.624178	691.5499877929688	5.041981185393121
2019-12-12 11:38:23	47.8185624	691.9599609375	3.136660856273748
2019-12-12 11:38:24	47.2354092	692.4299926757812	1.8548559033235568
2019-12-12 11:38:25	48.2073312	692.75	0.6138948412798073
2019-12-12 11:38:26	47.624178	693.3800048828125	-0.04731594537722491
2019-12-12 11:38:27	48.012946799999995	694.1300048828125	-0.5854214901773166
2019-12-12 11:38:28	48.7904844	694.6499633789062	-0.859590352742653
2019-12-12 11:38:29	48.5961	695.4500122070312	-0.8872195885132653
2019-12-12 11:38:30	48.401715599999996	696.25	-0.47462941853736296
2019-12-12 11:38:31	48.012946799999995	696.9599609375	-0.10785747819501508
2019-12-12 11:38:32	48.401715599999996	697.6499633789062	-0.3529064829044501
2019-12-12 11:38:33	48.401715599999996	698.4400024414062	0.02687959749630359
2019-12-12 11:38:34	48.2073312	699.260009765625	0.2977685268494792
2019-12-12 11:38:35	48.5961	699.8499755859375	0.501372970871695
2019-12-12 11:38:36	48.401715599999996	700.8200073242188	0.2936490956867417
2019-12-12 11:38:37	48.2073312	701.5700073242188	0.36403069994785875
2019-12-12 11:38:38	48.5961	702.1199951171875	0.42071865537717296
2019-12-12 11:38:39	48.7904844	702.8599853515625	0.20622379488848921
2019-12-12 11:38:40	48.401715599999996	703.5999755859375	0.3370919802940789
2019-12-12 11:38:41	48.401715599999996	704.5299682617188	0.34500379395218667
2019-12-12 11:38:42	48.401715599999996	705.0799560546875	0.30128335286853836
2019-12-12 11:38:43	48.7904844	705.8499755859375	0.23312273402643904
2019-12-12 11:38:44	48.5961	706.6699829101562	0.15734508021781357
