DateTime	ASI:airspeed	Altimeter:altitude	RC:roll	HI:heading
[State]	Standing
2019-10-14.14:57:47	0.474726	1654.61	-0.0010306	0.0033878
[State]	Taxiing
2019-10-14.14:57:48	0.28776	1654.67	-0.0080111	0.192967
2019-10-14.14:57:49	0.0707265	1654.77	-0.0307623	0.22717
2019-10-14.14:57:50	0.379193	1654.79	-0.0512812	-0.163215
2019-10-14.14:57:51	2.86095	1654.79	-0.153824	0.0397127
2019-10-14.14:57:52	6.52851	1654.79	-0.181944	0.203528
2019-10-14.14:57:53	10.4319	1654.79	-0.20508	0.269116
2019-10-14.14:57:54	14.3237	1654.79	-0.324194	0.318347
2019-10-14.14:57:55	18.1292	1654.79	-0.617158	0.413516
2019-10-14.14:57:56	21.8813	1654.79	-0.985788	0.520953
2019-10-14.14:57:57	25.566	1654.79	-1.34723	0.597769
2019-10-14.14:57:58	29.1759	1654.8	-1.61726	0.628924
2019-10-14.14:57:59	32.712	1654.8	-1.78166	0.643467
2019-10-14.14:58:00	36.1245	1654.8	-1.94494	0.684952
2019-10-14.14:58:01	39.4056	1654.81	-2.07184	0.723019
2019-10-14.14:58:02	42.5703	1654.81	-2.14459	0.757893
2019-10-14.14:58:03	45.6452	1654.81	-2.16932	0.800236
2019-10-14.14:58:04	48.6612	1654.82	-2.14588	0.850622
2019-10-14.14:58:05	51.6465	1654.82	-2.06265	0.914055
2019-10-14.14:58:06	54.6218	1654.82	-1.94551	0.976117
2019-10-14.14:58:07	57.6014	1654.83	-1.80321	1.03767
2019-10-14.14:58:08	60.5952	1654.83	-1.64123	1.09988
2019-10-14.14:58:09	63.6104	1654.84	-1.46284	1.16338
2019-10-14.14:58:10	66.6525	1654.84	-1.27019	1.22827
2019-10-14.14:58:11	69.7253	1654.85	-1.06495	1.29442
2019-10-14.14:58:12	72.8317	1654.86	-0.848548	1.36167
2019-10-14.14:58:13	75.9732	1654.86	-0.622307	1.42977
[State]	TakeOff
