DateTime	ASI:airspeed	Altimeter:altitude	RC:roll	HI:heading
[State]	Standing
2019-10-11.12:39:21	0.474726	1654.61	-0.0010306	0.0033878
[State]	Taxiing
2019-10-11.12:39:22	0.208784	1654.69	-0.0116103	0.300921
2019-10-11.12:39:23	0.0692161	1654.78	-0.032265	0.159822
2019-10-11.12:39:24	0.530153	1654.79	-0.0565028	-0.138206
2019-10-11.12:39:25	3.1992	1654.79	-0.156565	0.0610376
2019-10-11.12:39:26	6.91487	1654.79	-0.182314	0.211978
2019-10-11.12:39:27	10.8239	1654.79	-0.208354	0.273083
2019-10-11.12:39:28	14.7056	1654.79	-0.348826	0.321916
2019-10-11.12:39:29	18.5068	1654.79	-0.655462	0.428487
2019-10-11.12:39:30	22.2531	1654.79	-1.02392	0.530552
2019-10-11.12:39:31	25.9302	1654.79	-1.37924	0.602735
2019-10-11.12:39:32	29.5331	1654.8	-1.63917	0.631034
2019-10-11.12:39:33	33.0592	1654.8	-1.80087	0.648608
2019-10-11.12:39:34	36.4584	1654.8	-1.95998	0.689149
2019-10-11.12:39:35	39.7269	1654.81	-2.08175	0.726636
2019-10-11.12:39:36	42.8813	1654.81	-2.14894	0.761506
2019-10-11.12:39:37	45.949	1654.81	-2.16923	0.805039
2019-10-11.12:39:38	48.9607	1654.82	-2.13977	0.856487
2019-10-11.12:39:39	51.9442	1654.82	-2.05227	0.920329
2019-10-11.12:39:40	54.9194	1654.82	-1.9323	0.982271
2019-10-11.12:39:41	57.9	1654.83	-1.78783	1.04385
2019-10-11.12:39:42	60.8956	1654.83	-1.62409	1.10617
2019-10-11.12:39:43	63.9134	1654.84	-1.44419	1.16981
2019-10-11.12:39:44	66.9583	1654.84	-1.25021	1.23483
2019-10-11.12:39:45	70.0344	1654.85	-1.04379	1.3011
2019-10-11.12:39:46	73.1443	1654.86	-0.826345	1.36845
2019-10-11.12:39:47	76.2893	1654.87	-0.599193	1.43662
2019-10-11.12:39:48	79.47	1654.87	-0.363683	1.50532
[State]	TakeOff
2019-10-11.12:39:49	82.6923	1654.88	-0.180425	1.56844
2019-10-11.12:39:50	85.9963	1654.89	-0.116071	1.68131
2019-10-11.12:39:51	89.3276	1654.95	0.0169367	4.50303
2019-10-11.12:39:52	91.3755	1656.93	0.027435	13.1664
2019-10-11.12:39:53	90.9494	1664.91	0.0412758	11.5713
2019-10-11.12:39:54	90.5171	1672.66	0.0631621	11.469
