DateTime	ASI:airspeed	Altimeter:altitude	RC:roll	HI:heading
[State]	Standing
2019-10-14.11:33:31	76.9743	1993.72	-3.22861	14.0061
2019-10-14.11:33:32	76.9634	1996.55	1.07337	12.6736
2019-10-14.11:33:33	77.1938	1998.34	4.2525	12.504
2019-10-14.11:33:34	77.5748	1999.06	8.10533	13.0088
2019-10-14.11:33:35	77.9468	1999.43	6.57113	13.4126
2019-10-14.11:33:36	78.2026	2000.79	-0.639825	12.9809
2019-10-14.11:33:37	77.9934	2003.24	-6.63174	14.6226
2019-10-14.11:33:38	77.3395	2006.33	-6.69896	15.0034
2019-10-14.11:33:39	76.9281	2009.5	-1.31331	13.3225
2019-10-14.11:33:40	77.0741	2011.97	2.34984	12.5209
2019-10-14.11:33:41	77.3575	2013.31	5.59213	12.5427
2019-10-14.11:33:42	77.7704	2013.76	10.0198	13.3771
2019-10-14.11:33:43	78.071	2014.4	3.50732	13.0043
2019-10-14.11:33:44	78.2414	2016.21	-3.0268	13.5106
2019-10-14.11:33:45	77.7825	2019	-8.57639	15.0656
2019-10-14.11:33:46	77.1302	2022.18	-4.45523	14.3985
2019-10-14.11:33:47	76.9859	2025.18	0.292812	12.8289
2019-10-14.11:33:48	77.1902	2027.21	3.57166	12.4874
2019-10-14.11:33:49	77.5377	2028.13	7.14535	12.7889
2019-10-14.11:33:50	77.9376	2028.47	8.31113	13.5313
2019-10-14.11:33:51	78.196	2029.55	0.749386	12.8512
2019-10-14.11:33:52	78.1481	2031.77	-5.34522	14.2567
2019-10-14.11:33:53	77.5339	2034.79	-7.45332	15.1561
2019-10-14.11:33:54	77.0042	2037.99	-2.32973	13.6615
2019-10-14.11:33:55	77.0755	2040.66	1.6655	12.5642
2019-10-14.11:33:56	77.3267	2042.24	4.84453	12.4868
2019-10-14.11:33:57	77.7241	2042.82	8.97337	13.1705
2019-10-14.11:33:58	78.0612	2043.28	5.14538	13.2125
2019-10-14.11:33:59	78.2926	2044.83	-1.74264	13.1564
2019-10-14.11:34:00	77.958	2047.44	-7.73008	14.8354
2019-10-14.11:34:01	77.2923	2050.57	-5.70036	14.7515
2019-10-14.11:34:02	76.9985	2053.67	-0.547901	13.0552
2019-10-14.11:34:03	77.1795	2055.94	2.91026	12.4816
2019-10-14.11:34:04	77.4914	2057.07	6.27537	12.6132
2019-10-14.11:34:05	77.9056	2057.44	9.7522	13.4892
2019-10-14.11:34:06	78.1789	2058.26	2.19696	12.8638
2019-10-14.11:34:07	78.2649	2060.24	-4.09761	13.8389
2019-10-14.11:34:08	77.723	2063.14	-7.94423	15.1594
2019-10-14.11:34:09	77.1108	2066.33	-3.44071	14.0387
2019-10-14.11:34:10	77.0777	2069.18	0.947826	12.6615
2019-10-14.11:34:11	77.3021	2070.99	4.14852	12.4702
2019-10-14.11:34:12	77.6755	2071.73	7.95725	12.9465
2019-10-14.11:34:13	78.0489	2072.08	6.83282	13.4121
2019-10-14.11:34:14	78.3039	2073.38	-0.442293	12.9217
2019-10-14.11:34:15	78.1188	2075.77	-6.44357	14.5432
2019-10-14.11:34:16	77.4682	2078.84	-6.85878	15.0043
2019-10-14.11:34:17	77.0373	2082	-1.45507	13.3369
2019-10-14.11:34:18	77.1745	2084.48	2.26167	12.4944
2019-10-14.11:34:19	77.4523	2085.83	5.49723	12.5046
2019-10-14.11:34:20	77.862	2086.28	9.92074	13.326
2019-10-14.11:34:21	78.1655	2086.88	3.6981	12.9991
2019-10-14.11:34:22	78.3455	2088.63	-2.87903	13.4312
2019-10-14.11:34:23	77.901	2091.38	-8.58608	15.0129
2019-10-14.11:34:24	77.2458	2094.53	-4.61028	14.413
2019-10-14.11:34:25	77.0852	2097.52	0.197991	12.8214
2019-10-14.11:34:26	77.287	2099.56	3.50241	12.4581
2019-10-14.11:34:27	77.6295	2100.48	7.054	12.7406
2019-10-14.11:34:28	78.0307	2100.8	8.48238	13.5082
2019-10-14.11:34:29	78.2892	2101.84	0.89219	12.8168
2019-10-14.11:34:30	78.2572	2104.01	-5.21935	14.1861
2019-10-14.11:34:31	77.6496	2106.99	-7.49708	15.1345
2019-10-14.11:34:32	77.1108	2110.17	-2.44198	13.6671
2019-10-14.11:34:33	77.1737	2112.84	1.5991	12.5412
2019-10-14.11:34:34	77.4216	2114.42	4.7834	12.4583
2019-10-14.11:34:35	77.816	2114.99	8.88379	13.1235
2019-10-14.11:34:36	78.1553	2115.42	5.27733	13.2031
2019-10-14.11:34:37	78.39	2116.93	-1.64507	13.1023
2019-10-14.11:34:38	78.0677	2119.5	-7.62949	14.7858
2019-10-14.11:34:39	77.403	2122.6	-5.79717	14.7444
2019-10-14.11:34:40	77.0986	2125.68	-0.614672	13.0436
2019-10-14.11:34:41	77.2778	2127.94	2.8698	12.4531
2019-10-14.11:34:42	77.5863	2129.07	6.22896	12.5774
2019-10-14.11:34:43	77.9996	2129.42	9.8127	13.4547
2019-10-14.11:34:44	78.2736	2130.2	2.27857	12.8398
2019-10-14.11:34:45	78.3668	2132.15	-4.03206	13.7838
2019-10-14.11:34:46	77.8308	2135.02	-7.99873	15.1257
2019-10-14.11:34:47	77.2159	2138.18	-3.50693	14.0286
2019-10-14.11:34:48	77.1773	2141.02	0.913902	12.6376
2019-10-14.11:34:49	77.4003	2142.82	4.12577	12.443
2019-10-14.11:34:50	77.771	2143.54	7.92512	12.9101
2019-10-14.11:34:51	78.1447	2143.87	6.88979	13.3906
2019-10-14.11:34:52	78.3999	2145.14	-0.402064	12.8857
2019-10-14.11:34:53	78.221	2147.5	-6.4056	14.5025
2019-10-14.11:34:54	77.5722	2150.54	-6.8985	14.9809
