DateTime	ASI:airspeed	Altimeter:altitude	RC:roll	HI:heading
[State]	Standing
2019-10-14.11:05:09	0.474726	1654.61	-0.0010306	0.0033878
[State]	Taxiing
2019-10-14.11:05:10	0.175658	1654.71	-0.0152726	0.389678
2019-10-14.11:05:11	0.0662854	1654.78	-0.033674	0.0949318
2019-10-14.11:05:12	0.698306	1654.79	-0.062362	-0.129599
2019-10-14.11:05:13	3.54694	1654.79	-0.158087	0.0805028
2019-10-14.11:05:14	7.30281	1654.79	-0.182769	0.219671
2019-10-14.11:05:15	11.2157	1654.79	-0.212237	0.276934
2019-10-14.11:05:16	15.0875	1654.79	-0.369075	0.324737
2019-10-14.11:05:17	18.884	1654.79	-0.690492	0.440588
2019-10-14.11:05:18	22.6242	1654.79	-1.06152	0.539567
2019-10-14.11:05:19	26.2937	1654.79	-1.40988	0.607037
2019-10-14.11:05:20	29.8897	1654.8	-1.66013	0.633026
2019-10-14.11:05:21	33.405	1654.8	-1.8193	0.653699
2019-10-14.11:05:22	36.7909	1654.8	-1.9744	0.693211
2019-10-14.11:05:23	40.0471	1654.81	-2.09106	0.730194
2019-10-14.11:05:24	43.1915	1654.81	-2.15294	0.765275
2019-10-14.11:05:25	46.2522	1654.81	-2.16866	0.809905
2019-10-14.11:05:26	49.2599	1654.82	-2.13267	0.862821
2019-10-14.11:05:27	52.2419	1654.82	-2.04156	0.926599
2019-10-14.11:05:28	55.217	1654.82	-1.91885	0.988422
2019-10-14.11:05:29	58.1987	1654.83	-1.77226	1.05003
2019-10-14.11:05:30	61.1963	1654.83	-1.60678	1.11247
2019-10-14.11:05:31	64.2166	1654.84	-1.42539	1.17625
2019-10-14.11:05:32	67.2645	1654.85	-1.2301	1.2414
2019-10-14.11:05:33	70.3439	1654.85	-1.02252	1.30779
2019-10-14.11:05:34	73.4572	1654.86	-0.804045	1.37524
2019-10-14.11:05:35	76.6058	1654.87	-0.575996	1.44347
2019-10-14.11:05:36	79.79	1654.87	-0.339727	1.51221
2019-10-14.11:05:37	83.0186	1654.88	-0.174454	1.57435
2019-10-14.11:05:38	86.3299	1654.89	-0.101374	1.77191
2019-10-14.11:05:39	89.6495	1654.98	0.031036	5.36581
[State]	TakeOff
2019-10-14.11:05:40	91.3832	1657.55	0.025997	13.2916
2019-10-14.11:05:41	90.9035	1665.73	0.0433404	11.5126
2019-10-14.11:05:42	90.4795	1673.38	0.0652229	11.4264
2019-10-14.11:05:43	90.2411	1680.12	0.077898	11.2169
2019-10-14.11:05:44	90.0065	1686.51	0.0735879	11.525
2019-10-14.11:05:45	89.7359	1692.98	0.0607521	11.5056
2019-10-14.11:05:46	89.5159	1699.31	0.0509847	11.4223
2019-10-14.11:05:47	89.2849	1705.47	0.0494637	11.5168
2019-10-14.11:05:48	89.0374	1711.6	0.0547576	11.5341
2019-10-14.11:05:49	88.8115	1717.66	0.0605481	11.5753
2019-10-14.11:05:50	88.615	1723.67	0.0623114	11.5911
2019-10-14.11:05:51	88.4444	1729.62	0.0596969	11.6051
2019-10-14.11:05:52	88.2833	1735.5	0.0555635	11.6176
2019-10-14.11:05:53	88.1216	1741.32	0.0529532	11.6352
2019-10-14.11:05:54	87.9579	1747.09	0.0529353	11.6554
2019-10-14.11:05:55	87.7986	1752.81	0.0544608	11.6753
[State]	Climb
2019-10-14.11:05:56	87.6504	1758.48	0.055738	11.6917
2019-10-14.11:05:57	87.5179	1764.1	0.0557028	11.7029
2019-10-14.11:05:58	87.4022	1769.67	0.0545175	11.7123
2019-10-14.11:05:59	87.2992	1775.18	0.0530905	11.7225
2019-10-14.11:06:00	87.2053	1780.63	0.0522404	11.7323
