DateTime	ASI:airspeed	Altimeter:altitude	RC:roll	HI:heading
[State]	Standing
2019-10-14.15:55:10	77.9978	1927.32	0.0856057	12.9725
2019-10-14.15:55:11	77.8712	1929.67	-5.94139	14.5174
2019-10-14.15:55:12	77.2337	1932.75	-7.19924	15.1766
2019-10-14.15:55:13	76.756	1935.96	-1.83099	13.5695
2019-10-14.15:55:14	76.8672	1938.56	1.97406	12.6094
2019-10-14.15:55:15	77.1349	1940.04	5.15056	12.5689
2019-10-14.15:55:16	77.5445	1940.57	9.42869	13.3267
2019-10-14.15:55:17	77.8701	1941.11	4.46654	13.1862
2019-10-14.15:55:18	78.082	1942.79	-2.25848	13.3619
2019-10-14.15:55:19	77.6914	1945.5	-8.25559	15.0017
2019-10-14.15:55:20	77.0285	1948.67	-5.19751	14.6878
2019-10-14.15:55:21	76.797	1951.75	-0.20418	13.0237
2019-10-14.15:55:22	76.9888	1953.94	3.15046	12.5454
2019-10-14.15:55:23	77.3178	1955	6.57185	12.7292
2019-10-14.15:55:24	77.7338	1955.37	9.32513	13.5801
2019-10-14.15:55:25	78.0033	1956.29	1.70157	12.9055
2019-10-14.15:55:26	78.0466	1958.38	-4.50756	14.0517
2019-10-14.15:55:27	77.4766	1961.35	-7.71729	15.2367
2019-10-14.15:55:28	76.889	1964.57	-3.04772	13.9721
2019-10-14.15:55:29	76.895	1967.38	1.18301	12.6816
2019-10-14.15:55:30	77.1295	1969.13	4.34845	12.529
2019-10-14.15:55:31	77.5152	1969.83	8.2424	13.0652
2019-10-14.15:55:32	77.883	1970.22	6.35496	13.4127
2019-10-14.15:55:33	78.1368	1971.62	-0.800118	13.0331
2019-10-14.15:55:34	77.9062	1974.1	-6.78494	14.6868
2019-10-14.15:55:35	77.2497	1977.21	-6.57396	15.0019
2019-10-14.15:55:36	76.8549	1980.38	-1.1983	13.3084
2019-10-14.15:55:37	77.0085	1982.82	2.42126	12.5394
2019-10-14.15:55:38	77.2975	1984.14	5.66921	12.571
2019-10-14.15:55:39	77.7139	1984.58	10.0796	13.4141
2019-10-14.15:55:40	78.0137	1985.24	3.36683	13.0067
2019-10-14.15:55:41	78.1767	1987.07	-3.13335	13.5707
2019-10-14.15:55:42	77.7079	1989.89	-8.57276	15.0987
2019-10-14.15:55:43	77.0603	1993.07	-4.34653	14.384
2019-10-14.15:55:44	76.9299	1996.06	0.358738	12.828
2019-10-14.15:55:45	77.1377	1998.07	3.61831	12.5035
2019-10-14.15:55:46	77.49	1998.98	7.2079	12.8154
2019-10-14.15:55:47	77.8914	1999.32	8.1885	13.5381
2019-10-14.15:55:48	78.1518	2000.42	0.649655	12.8688
