DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-14.12:33:30	86.8809	2012.33	0.0450476	11.6987
2019-10-14.12:33:31	86.8861	2017.31	0.0449047	11.6969
2019-10-14.12:33:32	86.8917	2022.29	0.0447625	11.6943
2019-10-14.12:33:33	86.898	2027.26	0.0446215	11.6911
2019-10-14.12:33:34	86.9053	2032.23	0.0444816	11.6876
2019-10-14.12:33:35	86.9135	2037.2	0.0443426	11.684
2019-10-14.12:33:36	86.9224	2042.16	0.0442044	11.6808
2019-10-14.12:33:37	86.9318	2047.12	0.0440668	11.6781
2019-10-14.12:33:38	86.9413	2052.07	0.0439296	11.6761
2019-10-14.12:33:39	86.9505	2057.03	0.0437925	11.6749
2019-10-14.12:33:40	86.9589	2061.98	0.0436555	11.6743
2019-10-14.12:33:41	86.9666	2066.94	0.0435186	11.6741
2019-10-14.12:33:42	86.9733	2071.89	0.0433816	11.6739
2019-10-14.12:33:43	86.9793	2076.85	0.0432446	11.6734
2019-10-14.12:33:44	86.9848	2081.81	0.043108	11.6724
2019-10-14.12:33:45	86.9902	2086.76	0.0429717	11.6708
2019-10-14.12:33:46	86.9958	2091.71	0.0428362	11.6684
2019-10-14.12:33:47	87.0021	2096.66	0.0427015	11.6655
2019-10-14.12:33:48	87.0091	2101.61	0.0425677	11.6622
2019-10-14.12:33:49	87.0171	2106.55	0.0424348	11.6588
2019-10-14.12:33:50	87.0257	2111.48	0.0423027	11.6556
2019-10-14.12:33:51	87.0348	2116.42	0.0421712	11.6529
2019-10-14.12:33:52	87.0441	2121.35	0.0420402	11.6508
2019-10-14.12:33:53	87.0531	2126.28	0.0419094	11.6494
2019-10-14.12:33:54	87.0616	2131.21	0.0417787	11.6486
2019-10-14.12:33:55	87.0693	2136.14	0.041648	11.6481
2019-10-14.12:33:56	87.0762	2141.07	0.0415173	11.6478
2019-10-14.12:33:57	87.0824	2146	0.0413867	11.6473
2019-10-14.12:33:58	87.0882	2150.93	0.0412563	11.6463
2019-10-14.12:33:59	87.0937	2155.86	0.0411263	11.6448
2019-10-14.12:34:00	87.0995	2160.78	0.0409969	11.6426
2019-10-14.12:34:01	87.1057	2165.71	0.0408682	11.6399
2019-10-14.12:34:02	87.1126	2170.63	0.0407404	11.6368
2019-10-14.12:34:03	87.1202	2175.54	0.0406134	11.6336
2019-10-14.12:34:04	87.1286	2180.46	0.0404871	11.6305
2019-10-14.12:34:05	87.1374	2185.37	0.0403615	11.6278
2019-10-14.12:34:06	87.1464	2190.27	0.0402364	11.6257
2019-10-14.12:34:07	87.1553	2195.18	0.0401115	11.6241
2019-10-14.12:34:08	87.1638	2200.08	0.0399867	11.6231
2019-10-14.12:34:09	87.1716	2204.99	0.039862	11.6224
2019-10-14.12:34:10	87.1787	2209.89	0.0397374	11.6219
2019-10-14.12:34:11	87.1852	2214.8	0.0396127	11.6213
2019-10-14.12:34:12	87.1911	2219.7	0.0394883	11.6204
2019-10-14.12:34:13	87.1968	2224.6	0.0393643	11.619
2019-10-14.12:34:14	87.2027	2229.5	0.0392407	11.617
2019-10-14.12:34:15	87.2088	2234.4	0.0391178	11.6145
2019-10-14.12:34:16	87.2156	2239.3	0.0389957	11.6116
