DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
2019-10-11.16:25:48	93.0438	2468.34	-1.92993	12.2004
2019-10-11.16:25:49	93.1039	2474.67	0.454187	12.117
2019-10-11.16:25:50	93.0906	2481.05	2.56763	12.2602
2019-10-11.16:25:51	92.9636	2487.44	2.3561	12.3967
2019-10-11.16:25:52	92.8631	2493.94	0.0207231	12.3638
2019-10-11.16:25:53	92.8256	2500.58	-2.18218	12.4789
2019-10-11.16:25:54	92.6709	2507.3	-2.09502	12.6023
2019-10-11.16:25:55	92.576	2514.07	0.194638	12.3882
2019-10-11.16:25:56	92.5269	2520.63	2.47554	12.3207
2019-10-11.16:25:57	92.4597	2526.88	2.54656	12.2878
2019-10-11.16:25:58	92.4977	2532.95	0.327419	12.0794
2019-10-11.16:25:59	92.6821	2538.94	-2.06433	12.0422
2019-10-11.16:26:00	92.7811	2544.92	-2.29346	12.1417
2019-10-11.16:26:01	92.9048	2550.97	-0.132528	11.9603
2019-10-11.16:26:02	93.0546	2556.96	2.32765	11.9415
2019-10-11.16:26:03	93.0961	2562.85	2.69862	12.0757
2019-10-11.16:26:04	93.1338	2568.82	0.619788	12.0443
2019-10-11.16:26:05	93.2933	2574.93	-1.92787	11.6603
2019-10-11.16:26:06	93.567	2580.64	-2.51699	11.352
2019-10-11.16:26:07	94.0318	2585.87	-0.551284	10.774
2019-10-11.16:26:08	94.7645	2590.5	2.05459	10.3174
2019-10-11.16:26:09	95.5054	2594.62	2.73555	10.2351
2019-10-11.16:26:10	96.2767	2598.67	0.828625	9.86589
2019-10-11.16:26:11	97.3035	2602.57	-1.80159	9.4397
2019-10-11.16:26:12	98.323	2606.26	-2.4708	9.27048
2019-10-11.16:26:13	99.4574	2609.8	-0.530904	8.71352
2019-10-11.16:26:14	100.741	2613.04	1.96176	8.47063
2019-10-11.16:26:15	101.917	2616.19	2.36562	8.31837
2019-10-11.16:26:16	103.178	2619.35	0.279912	7.88118
2019-10-11.16:26:17	104.612	2622.41	-1.98526	7.61754
2019-10-11.16:26:18	105.974	2625.43	-1.91113	7.38526
2019-10-11.16:26:19	107.481	2628.3	0.306737	6.92063
2019-10-11.16:26:20	109.016	2630.79	2.0387	6.81567
2019-10-11.16:26:21	110.427	2633.35	1.31363	6.69403
2019-10-11.16:26:22	111.995	2635.85	-0.885668	6.36953
2019-10-11.16:26:23	113.526	2638.23	-1.81042	6.28811
[State]	Cruise
2019-10-11.16:26:24	115.082	2640.61	-0.434837	5.92013
2019-10-11.16:26:25	116.702	2642.83	1.33761	5.77371
2019-10-11.16:26:26	118.189	2645.08	1.22731	5.61341
2019-10-11.16:26:27	119.757	2647.33	-0.460133	5.36125
2019-10-11.16:26:28	121.316	2649.53	-1.35909	5.22771
2019-10-11.16:26:29	122.867	2651.68	-0.361255	4.95148
2019-10-11.16:26:30	124.462	2653.7	0.964848	4.82029
2019-10-11.16:26:31	125.951	2655.72	0.758366	4.65421
2019-10-11.16:26:32	127.511	2657.69	-0.508908	4.4631
2019-10-11.16:26:33	129.03	2659.61	-0.900924	4.32683
2019-10-11.16:26:34	130.574	2661.45	0.0207667	4.11919
2019-10-11.16:26:35	132.084	2663.2	0.720711	4.01482
2019-10-11.16:26:36	133.555	2664.93	0.192078	3.85719
2019-10-11.16:26:37	135.071	2666.6	-0.584228	3.72045
2019-10-11.16:26:38	136.539	2668.22	-0.386422	3.57012
2019-10-11.16:26:39	138.026	2669.74	0.313893	3.45049
2019-10-11.16:26:40	139.438	2671.23	0.333397	3.33337
2019-10-11.16:26:41	140.863	2672.67	-0.242541	3.20872
2019-10-11.16:26:42	142.251	2674.05	-0.382073	3.10173
2019-10-11.16:26:43	143.634	2675.37	0.056498	2.98517
2019-10-11.16:26:44	144.962	2676.63	0.239229	2.89178
2019-10-11.16:26:45	146.273	2677.85	-0.090647	2.79128
2019-10-11.16:26:46	147.569	2679.01	-0.276721	2.70234
2019-10-11.16:26:47	148.843	2680.12	-0.0346775	2.60446
2019-10-11.16:26:48	150.075	2681.19	0.127673	2.52516
2019-10-11.16:26:49	151.282	2682.21	-0.0568803	2.44344
2019-10-11.16:26:50	152.474	2683.19	-0.190945	2.36856
2019-10-11.16:26:51	153.639	2684.12	-0.0506713	2.29027
2019-10-11.16:26:52	154.762	2685.01	0.0494468	2.223
2019-10-11.16:26:53	155.855	2685.87	-0.0639674	2.15601
2019-10-11.16:26:54	156.926	2686.68	-0.136851	2.09407
2019-10-11.16:26:55	157.968	2687.46	-0.0472898	2.03208
2019-10-11.16:26:56	158.972	2688.21	-0.0014782	1.97547
2019-10-11.16:26:57	159.95	2688.92	-0.07597	1.91996
2019-10-11.16:26:58	160.903	2689.6	-0.103225	1.86824
2019-10-11.16:26:59	161.829	2690.25	-0.0453703	1.81913
2019-10-11.16:27:00	162.721	2690.87	-0.0354737	1.77212
2019-10-11.16:27:01	163.589	2691.47	-0.0819898	1.72627
2019-10-11.16:27:02	164.433	2692.03	-0.0824637	1.68292
2019-10-11.16:27:03	165.25	2692.57	-0.0495381	1.64275
2019-10-11.16:27:04	166.038	2693.08	-0.0576368	1.604
2019-10-11.16:27:05	166.804	2693.57	-0.08158	1.56665
2019-10-11.16:27:06	167.547	2694.04	-0.0714727	1.5309
2019-10-11.16:27:07	168.264	2694.49	-0.05791	1.49737
2019-10-11.16:27:08	168.957	2694.92	-0.0702068	1.4651
2019-10-11.16:27:09	169.63	2695.32	-0.0780911	1.4344
2019-10-11.16:27:10	170.28	2695.71	-0.0682765	1.40521
2019-10-11.16:27:11	170.907	2696.08	-0.066733	1.37732
2019-10-11.16:27:12	171.514	2696.43	-0.0755416	1.35054
2019-10-11.16:27:13	172.101	2696.77	-0.0751133	1.325
2019-10-11.16:27:14	172.668	2697.09	-0.0701066	1.3008
2019-10-11.16:27:15	173.215	2697.4	-0.0732158	1.2776
2019-10-11.16:27:16	173.744	2697.69	-0.0768526	1.25551
2019-10-11.16:27:17	174.255	2697.97	-0.0744551	1.23431
2019-10-11.16:27:18	174.748	2698.24	-0.0737612	1.21414
2019-10-11.16:27:19	175.224	2698.5	-0.0767301	1.1949
2019-10-11.16:27:20	175.683	2698.74	-0.077113	1.17646
2019-10-11.16:27:21	176.125	2698.97	-0.0758241	1.15883
2019-10-11.16:27:22	176.553	2699.19	-0.0769664	1.14202
2019-10-11.16:27:23	176.964	2699.41	-0.0783248	1.12594
2019-10-11.16:27:24	177.361	2699.61	-0.0778496	1.11054
2019-10-11.16:27:25	177.744	2699.8	-0.0779201	1.09584
2019-10-11.16:27:26	178.249	2699.4	-0.119326	-0.545166
2019-10-11.16:27:27	179.592	2694.09	-0.16064	-0.223654
2019-10-11.16:27:28	180.606	2689.89	-0.004536	-1.31914
2019-10-11.16:27:29	182.033	2683.17	-0.100289	-0.386682
2019-10-11.16:27:30	183.029	2678.49	-0.101659	-1.42546
2019-10-11.16:27:31	184.346	2671.65	-0.0912862	-0.490455
2019-10-11.16:27:32	185.227	2666.97	-0.0412957	-1.36225
2019-10-11.16:27:33	186.448	2660.13	-0.135285	-0.652202
2019-10-11.16:27:34	187.21	2655.48	-0.0527067	-1.22808
2019-10-11.16:27:35	188.341	2648.74	-0.111683	-0.856755
2019-10-11.16:27:36	189.011	2643.99	-0.0529812	-1.03582
2019-10-11.16:27:37	190.024	2637.54	-0.135892	-1.11683
2019-10-11.16:27:38	190.644	2632.45	-0.0417457	-0.77169
2019-10-11.16:27:39	191.51	2626.5	-0.125448	-1.42967
2019-10-11.16:27:40	192.127	2620.94	-0.0670371	-0.509827
2019-10-11.16:27:41	192.832	2615.49	-0.107906	-1.64427
2019-10-11.16:27:42	193.455	2609.57	-0.076129	-0.40702
2019-10-11.16:27:43	194.034	2604.42	-0.105927	-1.71003
2019-10-11.16:27:44	194.621	2598.38	-0.0807875	-0.395535
2019-10-11.16:27:45	195.14	2593.25	-0.10476	-1.72902
2019-10-11.16:27:46	195.631	2587.39	-0.0770527	-0.453029
2019-10-11.16:27:47	196.176	2581.91	-0.11844	-1.54228
2019-10-11.16:27:48	196.499	2576.68	-0.063018	-0.930029
2019-10-11.16:27:49	197.109	2570.44	-0.123294	-0.80936
2019-10-11.16:27:50	197.35	2565.81	-0.0845406	-1.86687
2019-10-11.16:27:51	197.742	2559.89	-0.0707531	-0.516229
2019-10-11.16:27:52	198.258	2553.81	-0.113604	-0.123941
2019-10-11.16:27:53	198.626	2548.45	-0.132699	-1.07303
2019-10-11.16:27:54	198.871	2543.3	-0.132078	-2.18238
2019-10-11.16:27:55	199.019	2538.24	-0.139331	-2.88406
2019-10-11.16:27:56	198.92	2533.09	-0.170829	-2.04914
2019-10-11.16:27:57	198.133	2527.64	-0.187816	2.83554
2019-10-11.16:27:58	196.197	2523.88	-0.122096	7.24738
2019-10-11.16:27:59	193.991	2521.48	-0.0845065	8.73057
2019-10-11.16:28:00	191.894	2519.48	-0.0707076	8.95325
2019-10-11.16:28:01	189.965	2517.64	-0.0316044	8.4818
2019-10-11.16:28:02	188.189	2515.9	-0.0042053	7.40031
2019-10-11.16:28:03	186.536	2514.31	0.0016953	5.67426
2019-10-11.16:28:04	184.963	2512.9	0.0216821	3.2795
2019-10-11.16:28:05	183.403	2511.72	0.0597284	0.312696
2019-10-11.16:28:06	181.794	2510.76	0.104229	-3.00797
2019-10-11.16:28:07	180.142	2510	0.169502	-6.30648
2019-10-11.16:28:08	178.505	2509.32	0.263992	-9.01254
2019-10-11.16:28:09	176.962	2508.57	0.370309	-10.5525
2019-10-11.16:28:10	175.539	2507.58	0.469478	-10.4985
2019-10-11.16:28:11	174.287	2506.23	0.544394	-8.6531
2019-10-11.16:28:12	173.213	2504.42	0.576015	-5.0883
2019-10-11.16:28:13	172.298	2502.09	0.551469	-0.371069
2019-10-11.16:28:14	171.464	2499.37	0.469871	4.83752
2019-10-11.16:28:15	170.798	2496.6	0.348053	9.59096
2019-10-11.16:28:16	170.47	2494.29	0.216972	11.9852
2019-10-11.16:28:17	170.28	2492.89	0.111544	10.4342
2019-10-11.16:28:18	169.913	2492.58	0.0721586	4.73797
2019-10-11.16:28:19	169.023	2493.17	0.125348	-2.51529
2019-10-11.16:28:20	167.739	2493.99	0.26333	-8.00389
2019-10-11.16:28:21	166.582	2494.24	0.423508	-9.33949
2019-10-11.16:28:22	165.736	2493.44	0.521658	-6.24924
2019-10-11.16:28:23	165.192	2491.5	0.509131	-0.0426012
2019-10-11.16:28:24	164.798	2488.81	0.394371	6.75353
2019-10-11.16:28:25	164.734	2486.32	0.228861	11.289
2019-10-11.16:28:26	164.946	2485.05	0.0854092	10.4408
2019-10-11.16:28:27	164.873	2485.39	0.0398129	3.58344
2019-10-11.16:28:28	164.025	2486.84	0.129843	-4.46702
2019-10-11.16:28:29	162.928	2488.1	0.308615	-8.34248
2019-10-11.16:28:30	162.182	2488.05	0.444675	-6.09341
2019-10-11.16:28:31	161.859	2486.48	0.443508	0.434408
2019-10-11.16:28:32	161.757	2484.01	0.316108	7.42157
2019-10-11.16:28:33	162.058	2482.02	0.139748	10.9278
2019-10-11.16:28:34	162.458	2481.66	0.0146493	7.62147
2019-10-11.16:28:35	162.264	2482.98	0.0251254	-0.440319
2019-10-11.16:28:36	161.394	2484.8	0.173006	-6.50884
2019-10-11.16:28:37	160.696	2485.56	0.336821	-6.24112
2019-10-11.16:28:38	160.475	2484.61	0.379699	-0.639788
2019-10-11.16:28:39	160.522	2482.48	0.28208	6.25572
2019-10-11.16:28:40	160.933	2480.59	0.113943	10.1724
2019-10-11.16:28:41	161.481	2480.31	-0.0152406	7.34874
2019-10-11.16:28:42	161.429	2481.75	-0.0099817	-0.356641
2019-10-11.16:28:43	160.712	2483.67	0.134661	-6.01787
2019-10-11.16:28:44	160.175	2484.46	0.291145	-5.27969
2019-10-11.16:28:45	160.104	2483.49	0.323546	0.453153
2019-10-11.16:28:46	160.294	2481.49	0.219632	6.94381
2019-10-11.16:28:47	160.852	2479.96	0.0578541	9.75685
2019-10-11.16:28:48	161.404	2480.13	-0.0485577	5.70218
2019-10-11.16:28:49	161.238	2481.87	-0.0127737	-1.8425
2019-10-11.16:28:50	160.584	2483.69	0.145046	-6.10834
2019-10-11.16:28:51	160.222	2484.14	0.280658	-3.98483
2019-10-11.16:28:52	160.269	2482.91	0.282737	2.13543
2019-10-11.16:28:53	160.569	2480.96	0.161948	8.0129
2019-10-11.16:28:54	161.211	2479.84	0.0087304	9.22612
2019-10-11.16:28:55	161.651	2480.49	-0.0659782	3.82259
2019-10-11.16:28:56	161.31	2482.39	0.0049337	-3.33535
2019-10-11.16:28:57	160.686	2483.99	0.171466	-6.09944
2019-10-11.16:28:58	160.441	2484.04	0.282912	-2.77774
2019-10-11.16:28:59	160.536	2482.57	0.257177	3.56
2019-10-11.16:29:00	160.892	2480.69	0.123872	8.78856
2019-10-11.16:29:01	161.538	2479.89	-0.0200801	8.65274
2019-10-11.16:29:02	161.838	2480.86	-0.068231	2.39419
2019-10-11.16:29:03	161.359	2482.82	0.0285481	-4.34078
[State]	Descent
2019-10-11.16:29:04	160.751	2484.2	0.197677	-5.99246
2019-10-11.16:29:05	160.561	2483.96	0.289581	-1.88364
2019-10-11.16:29:06	160.77	2481.85	-5.98321	2.37977
2019-10-11.16:29:07	161.202	2475.81	-14.8473	6.89707
2019-10-11.16:29:08	161.863	2469.99	-23.1952	3.91034
2019-10-11.16:29:09	161.424	2465.83	-30.0168	-4.79243
2019-10-11.16:29:10	159.926	2460.75	-30.0914	-7.33853
2019-10-11.16:29:11	159.315	2452.91	-30.1213	-2.21444
2019-10-11.16:29:12	159.673	2444.05	-30.1173	2.31856
2019-10-11.16:29:13	160.282	2437.42	-30.0917	-1.07893
2019-10-11.16:29:14	159.832	2432.25	-30.0746	-5.15269
2019-10-11.16:29:15	159.632	2424.98	-30.1062	-2.0705
2019-10-11.16:29:16	160.317	2416.59	-30.1096	0.497171
2019-10-11.16:29:17	160.647	2410.65	-30.0758	-3.16945
2019-10-11.16:29:18	160.408	2404.32	-30.0973	-2.56571
2019-10-11.16:29:19	161.027	2396.03	-30.0998	-0.623304
2019-10-11.16:29:20	161.123	2390.35	-30.0856	-3.20209
2019-10-11.16:29:21	161.324	2382.61	-30.0977	-0.960076
2019-10-11.16:29:22	161.55	2376.54	-30.0876	-2.8091
2019-10-11.16:29:23	161.89	2368.57	-30.0924	-1.54367
2019-10-11.16:29:24	161.801	2362.92	-30.0918	-1.87724
2019-10-11.16:29:25	162.112	2356.02	-30.0876	-2.50949
2019-10-11.16:29:26	162.507	2347.94	-30.0885	-2.08351
2019-10-11.16:29:27	162.61	2341.04	-30.0909	-1.66671
2019-10-11.16:29:28	162.513	2335.36	-30.0906	-1.63253
2019-10-11.16:29:29	162.567	2329.34	-30.0879	-1.91463
2019-10-11.16:29:30	162.772	2322.45	-27.4684	-2.21581
2019-10-11.16:29:31	163.019	2315.64	-21.4084	-2.24786
2019-10-11.16:29:32	163.014	2310.4	-17.1003	-2.16148
2019-10-11.16:29:33	163.215	2304.92	-14.628	-2.56976
2019-10-11.16:29:34	163.544	2298.3	-11.999	-2.88172
2019-10-11.16:29:35	164	2291.15	-9.2968	-2.93089
2019-10-11.16:29:36	164.33	2284.45	-7.54994	-2.63793
2019-10-11.16:29:37	164.445	2278.71	-6.43398	-2.21214
2019-10-11.16:29:38	164.341	2274.05	-5.1736	-2.2221
2019-10-11.16:29:39	164.444	2268.98	-4.07277	-2.65245
2019-10-11.16:29:40	164.746	2262.83	-3.42442	-2.9964
2019-10-11.16:29:41	165.134	2255.85	-2.88558	-2.91862
2019-10-11.16:29:42	165.365	2249.36	-2.22044	-2.63386
2019-10-11.16:29:43	165.443	2243.74	-1.73905	-2.332
2019-10-11.16:29:44	165.342	2239.01	-1.49357	-2.00822
2019-10-11.16:29:45	165.066	2235.19	-1.22478	-1.76358
2019-10-11.16:29:46	164.779	2231.77	-0.937053	-1.82605
2019-10-11.16:29:47	164.542	2228.23	-0.75792	-1.87427
2019-10-11.16:29:48	164.345	2224.52	-0.647378	-1.93171
2019-10-11.16:29:49	164.194	2220.62	-0.509865	-2.00174
2019-10-11.16:29:50	164.1	2216.51	-0.379441	-2.05896
2019-10-11.16:29:51	163.936	2212.6	-0.288314	-1.68533
2019-10-11.16:29:52	163.604	2209.6	-0.226437	-1.36747
2019-10-11.16:29:53	163.13	2207.46	-0.175302	-1.07525
2019-10-11.16:29:54	162.545	2206.08	-0.124963	-0.821399
2019-10-11.16:29:55	161.879	2205.33	-0.0866255	-0.613999
2019-10-11.16:29:56	161.174	2205.02	-0.0645437	-0.581428
2019-10-11.16:29:57	160.552	2204.61	-0.0543091	-0.689329
2019-10-11.16:29:58	160.041	2203.82	-0.0295496	-0.83969
2019-10-11.16:29:59	159.659	2202.53	-0.0041225	-1.02772
2019-10-11.16:30:00	159.412	2200.66	0.0042531	-1.24199
2019-10-11.16:30:01	159.263	2198.27	0.0167536	-1.11335
2019-10-11.16:30:02	158.978	2196.42	0.0610763	-0.807099
2019-10-11.16:30:03	158.563	2195.35	0.0644379	-0.530986
2019-10-11.16:30:04	158.035	2194.99	0.04189	-0.287995
2019-10-11.16:30:05	157.425	2195.2	0.0491793	-0.0892812
