DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-14.09:39:18	77.9856	2105.45	-8.2565	14.9054
2019-10-14.09:39:19	77.3223	2108.58	-5.21174	14.5885
2019-10-14.09:39:20	77.0907	2111.62	-0.202857	12.9257
2019-10-14.09:39:21	77.2815	2113.77	3.18186	12.4542
2019-10-14.09:39:22	77.607	2114.8	6.62809	12.6514
2019-10-14.09:39:23	78.0166	2115.12	9.22488	13.4994
2019-10-14.09:39:24	78.2809	2116.03	1.58093	12.8126
2019-10-14.09:39:25	78.3161	2118.09	-4.62012	13.987
2019-10-14.09:39:26	77.7411	2121.02	-7.67329	15.1489
2019-10-14.09:39:27	77.1598	2124.19	-2.96542	13.8463
2019-10-14.09:39:28	77.1749	2126.95	1.2606	12.5826
2019-10-14.09:39:29	77.4098	2128.64	4.44908	12.4499
2019-10-14.09:39:30	77.7932	2129.29	8.39204	13.0164
2019-10-14.09:39:31	78.1502	2129.66	6.07952	13.3044
2019-10-14.09:39:32	78.3989	2131.05	-1.02843	12.9793
2019-10-14.09:39:33	78.1463	2133.51	-7.01089	14.6522
2019-10-14.09:39:34	77.4864	2136.59	-6.37262	14.8759
2019-10-14.09:39:35	77.1143	2139.7	-1.04244	13.1731
2019-10-14.09:39:36	77.2755	2142.06	2.55894	12.4561
2019-10-14.09:39:37	77.5676	2143.3	5.84926	12.519
2019-10-14.09:39:38	77.9801	2143.68	10.1098	13.3821
2019-10-14.09:39:39	78.2675	2144.35	2.99347	12.8953
2019-10-14.09:39:40	78.4096	2146.19	-3.44538	13.583
2019-10-14.09:39:41	77.918	2148.99	-8.42163	15.0663
2019-10-14.09:39:42	77.3963	2152.17	-1.97836	14.0284
2019-10-14.09:39:43	77.8039	2154.86	2.57853	12.8364
2019-10-14.09:39:44	78.8738	2156.04	0.0800952	12.6242
2019-10-14.09:39:45	80.361	2156.36	-10.3947	11.6721
2019-10-14.09:39:46	82.3467	2156.17	-18.8649	13.1185
2019-10-14.09:39:47	83.9824	2155.74	-27.1227	15.3845
2019-10-14.09:39:48	85.4925	2154.79	-29.4365	14.9529
2019-10-14.09:39:49	87.1567	2153.99	-29.4009	11.3877
2019-10-14.09:39:50	88.9533	2153.43	-29.3969	8.77367
2019-10-14.09:39:51	90.2893	2153.51	-29.3725	8.98645
2019-10-14.09:39:52	91.1187	2155.11	-29.3265	10.9281
2019-10-14.09:39:53	91.7721	2158.12	-29.3068	12.4118
2019-10-14.09:39:54	92.1581	2161.81	-29.3217	13.2119
2019-10-14.09:39:55	92.4699	2165.83	-29.3485	12.6793
2019-10-14.09:39:56	92.8756	2169.86	-29.3618	11.6952
2019-10-14.09:39:57	93.3796	2173.84	-29.3588	11.0648
2019-10-14.09:39:58	93.8534	2177.89	-29.3483	11.2255
2019-10-14.09:39:59	94.209	2182.23	-29.3394	11.6551
2019-10-14.09:40:00	94.433	2186.92	-25.6719	12.046
2019-10-14.09:40:01	94.514	2192.43	-20.8926	11.7691
2019-10-14.09:40:02	94.4161	2198.69	-16.0204	11.7618
2019-10-14.09:40:03	94.1255	2205.61	-10.7802	12.0337
2019-10-14.09:40:04	93.7243	2213.02	-4.9853	12.4445
2019-10-14.09:40:05	93.2714	2220.7	1.34507	12.8054
2019-10-14.09:40:06	92.812	2228.38	1.95669	12.9687
2019-10-14.09:40:07	92.4712	2236.02	-0.320985	12.8106
2019-10-14.09:40:08	92.233	2243.45	-1.68502	12.7371
2019-10-14.09:40:09	92.0668	2250.55	-0.902921	12.4795
2019-10-14.09:40:10	92.1284	2257.21	1.18095	12.0443
2019-10-14.09:40:11	92.2949	2263.26	2.49067	11.8126
2019-10-14.09:40:12	92.5562	2268.83	1.70605	11.6702
