DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-14.10:27:14	0.474726	1654.61	-0.0010306	0.0033878
[State]	Taxiing
2019-10-14.10:27:15	0.175658	1654.71	-0.0152726	0.389678
2019-10-14.10:27:16	0.0662854	1654.78	-0.033674	0.0949318
2019-10-14.10:27:17	0.698306	1654.79	-0.062362	-0.129599
2019-10-14.10:27:18	3.54694	1654.79	-0.158087	0.0805028
2019-10-14.10:27:19	7.30281	1654.79	-0.182769	0.219671
2019-10-14.10:27:20	11.2157	1654.79	-0.212237	0.276934
2019-10-14.10:27:21	15.0875	1654.79	-0.369075	0.324737
2019-10-14.10:27:22	18.884	1654.79	-0.690492	0.440588
2019-10-14.10:27:23	22.6242	1654.79	-1.06152	0.539567
2019-10-14.10:27:24	26.2937	1654.79	-1.40988	0.607037
2019-10-14.10:27:25	29.8897	1654.8	-1.66013	0.633026
2019-10-14.10:27:26	33.405	1654.8	-1.8193	0.653699
2019-10-14.10:27:27	36.7909	1654.8	-1.9744	0.693211
2019-10-14.10:27:28	40.0471	1654.81	-2.09106	0.730194
2019-10-14.10:27:29	43.1915	1654.81	-2.15294	0.765275
2019-10-14.10:27:30	46.2522	1654.81	-2.16866	0.809905
2019-10-14.10:27:31	49.2599	1654.82	-2.13267	0.862821
2019-10-14.10:27:32	52.2419	1654.82	-2.04156	0.926599
2019-10-14.10:27:33	55.217	1654.82	-1.91885	0.988422
2019-10-14.10:27:34	58.1987	1654.83	-1.77226	1.05003
2019-10-14.10:27:35	61.1963	1654.83	-1.60678	1.11247
2019-10-14.10:27:36	64.2166	1654.84	-1.42539	1.17625
2019-10-14.10:27:37	67.2645	1654.85	-1.2301	1.2414
2019-10-14.10:27:38	70.3439	1654.85	-1.02252	1.30779
2019-10-14.10:27:39	73.4572	1654.86	-0.804045	1.37524
2019-10-14.10:27:40	76.6058	1654.87	-0.575996	1.44347
2019-10-14.10:27:41	79.79	1654.87	-0.339727	1.51221
2019-10-14.10:27:42	83.0186	1654.88	-0.174454	1.57435
2019-10-14.10:27:43	86.3299	1654.89	-0.101374	1.77191
2019-10-14.10:27:44	89.6495	1654.98	0.031036	5.36581
[State]	TakeOff
2019-10-14.10:27:45	91.4163	1657.53	-2.78548	13.3069
2019-10-14.10:27:46	91.3522	1665.3	-9.54627	11.6903
2019-10-14.10:27:47	91.7655	1671.83	-7.13257	11.6456
2019-10-14.10:27:48	92.2275	1677.59	-3.98264	11.8034
2019-10-14.10:27:49	92.4739	1683.61	-1.17719	11.9674
2019-10-14.10:27:50	92.483	1690.01	-0.285555	12.3709
2019-10-14.10:27:51	92.3484	1696.92	-1.32882	12.714
2019-10-14.10:27:52	92.1539	1704.31	-2.65535	13.0567
2019-10-14.10:27:53	91.7949	1712.09	-2.49962	13.3272
2019-10-14.10:27:54	91.4436	1720	-0.697526	13.1094
2019-10-14.10:27:55	91.1739	1727.64	1.25664	12.9414
2019-10-14.10:27:56	90.9685	1734.82	1.66811	12.7628
2019-10-14.10:27:57	90.9402	1741.54	0.262869	12.4409
2019-10-14.10:27:58	91.1552	1747.86	-1.53882	12.1681
2019-10-14.10:27:59	91.4387	1753.87	-1.92559	12.0414
[State]	Climb
2019-10-14.10:28:00	91.7883	1759.7	-0.450027	11.8454
2019-10-14.10:28:01	92.1513	1765.48	1.51889	11.8526
2019-10-14.10:28:02	92.3639	1771.34	2.10241	12.0528
2019-10-14.10:28:03	92.4727	1777.47	0.754254	12.2195
2019-10-14.10:28:04	92.5432	1784.04	-1.1966	12.4544
2019-10-14.10:28:05	92.4393	1791.06	-1.81917	12.8082
2019-10-14.10:28:06	92.2006	1798.49	-0.495442	12.9539
2019-10-14.10:28:07	91.9232	1806.11	1.4798	13.0205
2019-10-14.10:28:08	91.5549	1813.68	2.19032	13.1254
2019-10-14.10:28:09	91.2296	1821.11	0.951236	13.0151
2019-10-14.10:28:10	91.0859	1828.33	-1.06458	12.8307
2019-10-14.10:28:11	91.035	1835.28	-1.92302	12.7223
2019-10-14.10:28:12	91.0722	1841.93	-0.783325	12.4422
2019-10-14.10:28:13	91.2797	1848.22	1.27822	12.1162
2019-10-14.10:28:14	91.5098	1854.11	2.29089	12.0158
2019-10-14.10:28:15	91.7758	1859.78	1.27656	11.9197
2019-10-14.10:28:16	92.1124	1865.49	-0.799421	11.9185
2019-10-14.10:28:17	92.3845	1871.43	-1.91894	12.1411
2019-10-14.10:28:18	92.4916	1877.75	-0.976947	12.3206
2019-10-14.10:28:19	92.531	1884.42	1.10168	12.4308
2019-10-14.10:28:20	92.3835	1891.33	2.28184	12.7225
2019-10-14.10:28:21	92.1198	1898.44	1.4178	12.8829
2019-10-14.10:28:22	91.8827	1905.76	-0.6587	12.9409
2019-10-14.10:28:23	91.6561	1913.18	-1.93787	13.0585
2019-10-14.10:28:24	91.3923	1920.59	-1.17356	13.0092
2019-10-14.10:28:25	91.2589	1927.82	0.900863	12.7414
2019-10-14.10:28:26	91.1736	1934.65	2.2989	12.6116
2019-10-14.10:28:27	91.1729	1941.05	1.67909	12.3952
2019-10-14.10:28:28	91.3522	1947.14	-0.390793	12.134
2019-10-14.10:28:29	91.6572	1953.06	-1.93759	12.0664
2019-10-14.10:28:30	91.914	1958.92	-1.44956	12.0429
2019-10-14.10:28:31	92.2138	1964.83	0.612566	11.9141
2019-10-14.10:28:32	92.4217	1970.77	2.25269	12.0514
2019-10-14.10:28:33	92.4995	1976.83	1.87907	12.2231
2019-10-14.10:28:34	92.5382	1983.2	-0.148715	12.3426
2019-10-14.10:28:35	92.5386	1989.92	-1.85566	12.5991
2019-10-14.10:28:36	92.3583	1996.99	-1.56297	12.8401
2019-10-14.10:28:37	92.158	2004.32	0.43716	12.8203
2019-10-14.10:28:38	91.9043	2011.63	2.19806	12.8966
