DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-11.17:10:51	0.474726	1654.61	-0.0010306	0.0033878
[State]	Taxiing
2019-10-11.17:10:52	0.0853854	1654.75	-0.0245335	0.477567
2019-10-11.17:10:53	0.0535163	1654.78	-0.0370837	-0.0699337
2019-10-11.17:10:54	1.36374	1654.79	-0.0897221	-0.0973998
2019-10-11.17:10:55	4.63345	1654.79	-0.16695	0.135519
2019-10-11.17:10:56	8.47311	1654.79	-0.187747	0.240839
2019-10-11.17:10:57	12.389	1654.79	-0.234575	0.290906
2019-10-11.17:10:58	16.2332	1654.79	-0.4139	0.331684
2019-10-11.17:10:59	20.0128	1654.79	-0.792596	0.468966
2019-10-11.17:11:00	23.7334	1654.79	-1.17266	0.564563
2019-10-11.17:11:01	27.3797	1654.8	-1.49447	0.616828
2019-10-11.17:11:02	30.9559	1654.8	-1.70837	0.635842
2019-10-11.17:11:03	34.4348	1654.8	-1.86766	0.665765
2019-10-11.17:11:04	37.7809	1654.8	-2.01423	0.704558
2019-10-11.17:11:05	41.001	1654.81	-2.11545	0.740645
2019-10-11.17:11:06	44.1171	1654.81	-2.16248	0.777494
2019-10-11.17:11:07	47.1587	1654.81	-2.16396	0.82481
2019-10-11.17:11:08	50.1562	1654.82	-2.10866	0.882634
2019-10-11.17:11:09	53.1344	1654.82	-2.00766	0.945272
2019-10-11.17:11:10	56.1104	1654.83	-1.8771	1.00687
2019-10-11.17:11:11	59.096	1654.83	-1.72444	1.06865
2019-10-11.17:11:12	62.0998	1654.84	-1.55393	1.13146
2019-10-11.17:11:13	65.1278	1654.84	-1.36819	1.19566
2019-10-11.17:11:14	68.1849	1654.85	-1.16905	1.2612
2019-10-11.17:11:15	71.2742	1654.85	-0.958062	1.32793
2019-10-11.17:11:16	74.398	1654.86	-0.736575	1.39564
2019-10-11.17:11:17	77.5573	1654.87	-0.505914	1.46405
[State]	TakeOff
2019-10-11.17:11:18	80.7522	1654.88	-0.267458	1.53288
2019-10-11.17:11:19	84.0027	1654.89	-0.156491	1.59361
2019-10-11.17:11:20	87.3331	1654.9	-0.0623919	2.20471
2019-10-11.17:11:21	90.5386	1655.08	0.0557722	8.7382
2019-10-11.17:11:22	91.1693	1659.87	3.68779	12.7745
2019-10-11.17:11:23	90.2924	1668.3	9.74587	11.4898
2019-10-11.17:11:24	89.4393	1675.17	16.3539	11.7901
2019-10-11.17:11:25	88.6146	1680.6	23.9048	12.7718
2019-10-11.17:11:26	87.8952	1684.94	30.7348	12.9617
2019-10-11.17:11:27	87.3477	1688.08	30.3798	12.5543
2019-10-11.17:11:28	86.9962	1690.8	30.3772	11.7013
2019-10-11.17:11:29	86.7789	1693.23	30.3673	11.4434
