DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-11.15:16:37	77.016	1978.51	-4.25731	14.3701
2019-10-11.15:16:38	76.8951	1981.49	0.412959	12.8279
2019-10-11.15:16:39	77.1045	1983.48	3.65965	12.5162
2019-10-11.15:16:40	77.4594	1984.38	7.2635	12.8405
2019-10-11.15:16:41	77.8597	1984.72	8.10065	13.5473
2019-10-11.15:16:42	78.12	1985.84	0.581037	12.8858
2019-10-11.15:16:43	78.0525	1988.1	-5.49238	14.3326
2019-10-11.15:16:44	77.4328	1991.14	-7.4058	15.1688
2019-10-11.15:16:45	76.9173	1994.34	-2.20025	13.641
2019-10-11.15:16:46	77.001	1997	1.74164	12.5781
2019-10-11.15:16:47	77.2574	1998.56	4.91581	12.51
2019-10-11.15:16:48	77.6598	1999.12	9.08055	13.2089
2019-10-11.15:16:49	77.9964	1999.6	4.9706	13.2059
2019-10-11.15:16:50	78.2251	2001.19	-1.8754	13.2083
2019-10-11.15:16:51	77.8767	2003.83	-7.86763	14.8795
2019-10-11.15:16:52	77.2121	2006.98	-5.56784	14.7362
2019-10-11.15:16:53	76.9348	2010.08	-0.458905	13.0482
2019-10-11.15:16:54	77.1189	2012.33	2.97163	12.4998
2019-10-11.15:16:55	77.4351	2013.45	6.35042	12.6436
2019-10-11.15:16:56	77.8501	2013.82	9.65027	13.5151
2019-10-11.15:16:57	78.1224	2014.68	2.06489	12.8742
2019-10-11.15:16:58	78.1979	2016.7	-4.20694	13.896
2019-10-11.15:16:59	77.648	2019.62	-7.86771	15.1829
2019-10-11.15:17:00	77.0415	2022.83	-3.3318	14.0223
2019-10-11.15:17:01	77.0186	2025.68	1.01424	12.6686
2019-10-11.15:17:02	77.2454	2027.48	4.20518	12.4879
2019-10-11.15:17:03	77.6218	2028.21	8.03676	12.9814
2019-10-11.15:17:04	77.9932	2028.58	6.69714	13.4148
2019-10-11.15:17:05	78.2477	2029.91	-0.545353	12.9535
2019-10-11.15:17:06	78.0495	2032.34	-6.5416	14.5865
2019-10-11.15:17:07	77.3963	2035.43	-6.77699	15.0067
2019-10-11.15:17:08	76.9747	2038.6	-1.38119	13.3317
2019-10-11.15:17:09	77.1161	2041.07	2.30727	12.5097
2019-10-11.15:17:10	77.3968	2042.42	5.54583	12.5255
2019-10-11.15:17:11	77.808	2042.87	9.97625	13.355
2019-10-11.15:17:12	78.1099	2043.49	3.61073	13.0049
2019-10-11.15:17:13	78.285	2045.28	-2.94449	13.4729
2019-10-11.15:17:14	77.8331	2048.05	-8.59588	15.0411
2019-10-11.15:17:15	77.179	2051.22	-4.53963	14.4121
2019-10-11.15:17:16	77.0256	2054.22	0.240683	12.829
2019-10-11.15:17:17	77.2283	2056.25	3.53083	12.4756
2019-10-11.15:17:18	77.5731	2057.18	7.09109	12.766
2019-10-11.15:17:19	77.9739	2057.51	8.40472	13.5226
2019-10-11.15:17:20	78.2325	2058.57	0.827619	12.8365
2019-10-11.15:17:21	78.1934	2060.77	-5.27608	14.2224
2019-10-11.15:17:22	77.5826	2063.77	-7.4785	15.1486
2019-10-11.15:17:23	77.0478	2066.96	-2.3929	13.6695
2019-10-11.15:17:24	77.1144	2069.64	1.62642	12.556
2019-10-11.15:17:25	77.3639	2071.22	4.80731	12.4747
