DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-11.16:00:34	0.474726	1654.61	-0.0010306	0.0033878
[State]	Taxiing
2019-10-11.16:00:35	0.138669	1654.73	-0.0187188	0.449202
2019-10-11.16:00:36	0.0624603	1654.78	-0.0349405	0.0343216
2019-10-11.16:00:37	0.894569	1654.79	-0.0687657	-0.124905
2019-10-11.16:00:38	3.90275	1654.79	-0.159822	0.099103
2019-10-11.16:00:39	7.69202	1654.79	-0.183611	0.226899
2019-10-11.16:00:40	11.6073	1654.79	-0.217456	0.281031
2019-10-11.16:00:41	15.4696	1654.79	-0.382102	0.326126
2019-10-11.16:00:42	19.2608	1654.79	-0.723908	0.450636
2019-10-11.16:00:43	22.9946	1654.79	-1.09899	0.5482
2019-10-11.16:00:44	26.6564	1654.8	-1.43921	0.610739
2019-10-11.16:00:45	30.2458	1654.8	-1.67979	0.634866
2019-10-11.16:00:46	33.7496	1654.8	-1.83644	0.658275
2019-10-11.16:00:47	37.1222	1654.8	-1.9882	0.697106
2019-10-11.16:00:48	40.3661	1654.81	-2.09976	0.733705
2019-10-11.16:00:49	43.5008	1654.81	-2.15654	0.769201
2019-10-11.16:00:50	46.5549	1654.81	-2.16759	0.814826
2019-10-11.16:00:51	49.5589	1654.82	-2.12495	0.86943
2019-10-11.16:00:52	52.5394	1654.82	-2.03055	0.932849
2019-10-11.16:00:53	55.5147	1654.82	-1.90516	0.994571
2019-10-11.16:00:54	58.4976	1654.83	-1.7565	1.05623
2019-10-11.16:00:55	61.4972	1654.83	-1.58932	1.11879
2019-10-11.16:00:56	64.52	1654.84	-1.40646	1.18271
2019-10-11.16:00:57	67.571	1654.85	-1.20988	1.24799
2019-10-11.16:00:58	70.6536	1654.85	-1.00114	1.31449
2019-10-11.16:00:59	73.7704	1654.86	-0.781649	1.38203
2019-10-11.16:01:00	76.9226	1654.87	-0.552715	1.45033
2019-10-11.16:01:01	80.1104	1654.87	-0.315703	1.5191
2019-10-11.16:01:02	83.3457	1654.88	-0.16855	1.58055
2019-10-11.16:01:03	86.6637	1654.89	-0.0842775	1.8986
[State]	TakeOff
2019-10-11.16:01:04	89.9654	1655	0.0397876	6.39022
2019-10-11.16:01:05	91.3649	1658.25	0.0267553	13.2561
2019-10-11.16:01:06	90.8586	1666.55	0.0454559	11.4889
2019-10-11.16:01:07	90.4444	1674.09	0.0671784	11.3764
2019-10-11.16:01:08	90.2227	1680.76	0.0781744	11.2649
2019-10-11.16:01:09	89.9782	1687.15	0.0724871	11.5285
2019-10-11.16:01:10	89.7122	1693.62	0.0594825	11.4965
2019-10-11.16:01:11	89.4948	1699.93	0.0504296	11.428
2019-10-11.16:01:12	89.2598	1706.09	0.0497777	11.5208
2019-10-11.16:01:13	89.0138	1712.21	0.055417	11.5376
2019-10-11.16:01:14	88.7904	1718.26	0.0609463	11.578
2019-10-11.16:01:15	88.5971	1724.27	0.0622159	11.5924
2019-10-11.16:01:16	88.428	1730.21	0.0592931	11.6064
2019-10-11.16:01:17	88.2673	1736.08	0.055197	11.6191
2019-10-11.16:01:18	88.1053	1741.9	0.0528384	11.6371
2019-10-11.16:01:19	87.9417	1747.66	0.0530478	11.6575
2019-10-11.16:01:20	87.7831	1753.38	0.0546266	11.6771
